# Regression-Watch risk ledger (Patch B durability): <sha> <L|M|H> [note]
# UNSET(REVIEW) and High BLOCK execute (--check-regwatch). Reviewer-assigned at Gate-1 (PCP-6871/v2.11.1).
# Rationale: PICK-VERIFY = clean apply, verify at test tier (M; L for pure defensive nil-check).
# MIXED = generated part regenerates (vendorcrd/make), code part stays NEEDS-DECISION for human -> not a
# silent drop (M). PICK-RESOLVE = isolated single-file fork fix, resolver 3-way merge + Gate-2 human diff
# review (M). No High here: the genuinely High-risk carries (webhook/controller main.go split, OIDC/IAM
# security stack) are LEFT NEEDS-DECISION (human-gated at Gate 1 directly) and do not appear in this table.

# --- existing planner-generated entries (14) ---
24c392cf	M	MIXED spectro manifests — generated part is vendorcrd/regen (Patch F), code part human-split
f869ba58	M	PICK-VERIFY EKS min/maxSize nodegroup — clean apply on F4 hotspot, verify at T2
e1f1c543	M	PICK-VERIFY AWS cluster tags deletion/re-add — verify against target subnets logic
fb2387a1	M	MIXED TopSecret region — code part human-split
8b0da54c	L	PICK-VERIFY defensive nil-check before nodegroup version deref — low regression risk
625fd4d2	M	PICK-VERIFY separate CP logging & vpc config update — verify vs target eks/cluster restructure
9a2d38ff	M	MIXED AL2023 AMI family — target already has AL2023 (incl NVIDIA/NEURON); confirm code delta
60276f54	M	MIXED AL2023 NEURON machinepool — target has NEURON; confirm no fork-only delta lost
3531eda5	M	PICK-VERIFY eksconfig code refactor — verify vs target bootstrap
76019cee	M	MIXED EKSConfig LaunchTemplate AL2023 bootstrap — code part human-split
2b801f8a	M	MIXED AMI type lookup logic — target has AL2023 lookup; confirm code delta
89907a44	M	MIXED HostResourceGroup upstream cherry-pick — verify upstream PR present in target
91dcb84e	M	MIXED BYO launch template for EKS managed node groups — code part human-split
ac0c5ec4	M	PICK-VERIFY don't copy reserved AWS tags in OIDC provider — verify vs target oidc

# --- reviewer-added PICK-RESOLVE entries (17) ---
0b29ddfe	M	PICK-RESOLVE FIPS endpoints session.go — resolver merge + Gate-2 review
7226c861	M	PICK-RESOLVE EKS post-upgrade config.go
4b21d29a	M	PICK-RESOLVE log degraded nodegroup config.go/nodegroup.go
96eb647e	M	PICK-RESOLVE volumetags-hotfix instances.go
2c331b16	M	PICK-RESOLVE SG tag updation securitygroup.go
f108d78c	M	PICK-RESOLVE return correct errors config.go
debdb73d	M	PICK-RESOLVE duplicate tag fix instances.go
c3dfe72b	M	PICK-RESOLVE node pool customization nodegroup.go
52817669	M	PICK-RESOLVE launchtemplate id not found controller.go
1a891780	M	PICK-RESOLVE nil pointer launchTemplateID controller.go
c9ad0d74	M	PICK-RESOLVE AL2023 custom AMI dynamic creds eksconfig_controller.go
a2477966	M	PICK-RESOLVE node customization secret region eksconfig_controller.go
b9f3f86a	M	PICK-RESOLVE clustercidr/dns NodeInput eksconfig_controller.go
f73e9bb3	M	PICK-RESOLVE skip aws:-prefixed tags eks/tags.go
e6d443e2	M	PICK-RESOLVE don't set amiType if EKSOptimizedLookupType nodegroup.go
5ba61538	M	PICK-RESOLVE bypass nodegroup version API nodegroup.go
4d05d66e	M	PICK-RESOLVE fix addons comparison addons/types.go
